created_at,anotador_id,idx,respuesta,comentario_prem,comentario_hyp,region,palabras_marcadas
2026-06-01 15:21:38.412941+00,anotador_070,1554,5,,,,[]
2026-06-01 15:21:58.79101+00,anotador_070,1414,2,,,,"[{""pos"":19,""source"":""prem"",""palabra"":""gastan""}]"
2026-06-01 15:22:30.979408+00,anotador_070,6252,4,,,,[]
2026-06-01 15:22:48.227123+00,anotador_070,498,4,,,,[]
2026-06-01 15:24:16.387809+00,anotador_132,9999,1,,,buenos_aires_amba,"[{""pos"":1,""source"":""prem"",""palabra"":""chaval""},{""pos"":8,""source"":""prem"",""palabra"":""piso""},{""pos"":11,""source"":""prem"",""palabra"":""luego""},{""pos"":1,""source"":""hyp"",""palabra"":""Kettering,""},{""pos"":7,""source"":""hyp"",""palabra"":""Tournament""},{""pos"":3,""source"":""hyp"",""palabra"":""Wollongong""},{""pos"":4,""source"":""hyp"",""palabra"":""Bears""},{""pos"":8,""source"":""hyp"",""palabra"":""of""},{""pos"":9,""source"":""hyp"",""palabra"":""Kilimsworth""}]"
2026-06-01 15:25:03.218325+00,anotador_132,2718,4,"podria ser un español cualquiera, no destaca x su argentinidad pero podria ser dicho x un argentino tranquilamente",,buenos_aires_amba,[]
2026-06-01 15:25:36.152589+00,anotador_251,9999,3,,,,"[{""pos"":1,""source"":""prem"",""palabra"":""chaval""},{""pos"":8,""source"":""prem"",""palabra"":""piso""}]"
2026-06-01 15:25:54.97824+00,anotador_132,1892,5,,,buenos_aires_amba,[]
2026-06-01 15:26:07.92956+00,anotador_251,6211,5,,,,[]
2026-06-01 15:26:11.795012+00,anotador_132,6582,3,,,buenos_aires_amba,[]
2026-06-01 15:26:16.642286+00,anotador_251,3464,5,,,,[]
2026-06-01 15:26:25.927335+00,anotador_248,9999,1,,,,"[{""pos"":1,""source"":""prem"",""palabra"":""chaval""},{""pos"":8,""source"":""prem"",""palabra"":""piso""},{""pos"":2,""source"":""prem"",""palabra"":""cogió""},{""pos"":4,""source"":""prem"",""palabra"":""móvil""}]"
2026-06-01 15:26:26.660886+00,anotador_251,5730,5,,,,[]
2026-06-01 15:26:34.411296+00,anotador_132,4643,3,,,buenos_aires_amba,"[{""pos"":8,""source"":""hyp"",""palabra"":""deben""}]"
2026-06-01 15:26:47.504411+00,anotador_132,1652,5,,,buenos_aires_amba,[]
2026-06-01 15:27:03.811097+00,anotador_132,6637,4,,,buenos_aires_amba,[]
2026-06-01 15:27:39.163015+00,anotador_248,2714,5,,,,[]
2026-06-01 15:27:50.893881+00,anotador_133,9999,2,"Chaval, móvil",,,[]
2026-06-01 15:28:09.236426+00,anotador_133,4368,5,,,,[]
2026-06-01 15:28:12.573795+00,anotador_248,5274,5,,,,[]
2026-06-01 15:28:13.314664+00,anotador_246,9999,1,,,,"[{""pos"":4,""source"":""hyp"",""palabra"":""Bears""},{""pos"":7,""source"":""hyp"",""palabra"":""Tournament""},{""pos"":3,""source"":""hyp"",""palabra"":""Wollongong""},{""pos"":2,""source"":""hyp"",""palabra"":""los""},{""pos"":1,""source"":""hyp"",""palabra"":""Kettering,""},{""pos"":0,""source"":""hyp"",""palabra"":""En""},{""pos"":5,""source"":""hyp"",""palabra"":""ganaron""},{""pos"":11,""source"":""hyp"",""palabra"":""miles""},{""pos"":2,""source"":""prem"",""palabra"":""cogió""}]"
2026-06-01 15:28:19.048733+00,anotador_248,5904,4,,,,[]
2026-06-01 15:28:43.803156+00,anotador_248,6051,4,,,,"[{""pos"":12,""source"":""prem"",""palabra"":""gangas""}]"
2026-06-01 15:28:52.648001+00,anotador_133,1509,3,Utilizaste ,,,"[{""pos"":21,""source"":""prem"",""palabra"":""utilizaste""}]"
2026-06-01 15:28:59.323103+00,anotador_246,3807,1,,,,[]
2026-06-01 15:29:12.832925+00,anotador_132,6831,4,,,buenos_aires_amba,[]
2026-06-01 15:29:12.837292+00,anotador_132,3432,4,,,buenos_aires_amba,[]
2026-06-01 15:29:13.151791+00,anotador_132,1449,2,,,buenos_aires_amba,"[{""pos"":9,""source"":""hyp"",""palabra"":""rocas.""},{""pos"":14,""source"":""prem"",""palabra"":""púrpura""}]"
2026-06-01 15:29:13.153965+00,anotador_132,1955,,,,,"[{""pos"":0,""source"":""prem"",""palabra"":""Él""}]"
2026-06-01 15:29:13.153615+00,anotador_132,4288,,,,,"[{""pos"":2,""source"":""hyp"",""palabra"":""de""}]"
2026-06-01 15:29:13.46153+00,anotador_132,1955,3,,,buenos_aires_amba,"[{""pos"":0,""source"":""prem"",""palabra"":""Él""}]"
2026-06-01 15:29:13.759975+00,anotador_132,4288,3,"de ""la"" torre ?",,buenos_aires_amba,"[{""pos"":2,""source"":""hyp"",""palabra"":""de""},{""pos"":3,""source"":""hyp"",""palabra"":""torre""},{""pos"":10,""source"":""prem"",""palabra"":""de""},{""pos"":11,""source"":""prem"",""palabra"":""torre""}]"
2026-06-01 15:29:14.499097+00,anotador_133,4211,5,,,,[]
2026-06-01 15:29:16.870209+00,anotador_132,2791,3,,,buenos_aires_amba,[]
2026-06-01 15:29:20.722682+00,anotador_132,2337,,,,,"[{""pos"":13,""source"":""prem"",""palabra"":""fantástica""}]"
2026-06-01 15:29:20.950637+00,anotador_132,2337,3,,,buenos_aires_amba,"[{""pos"":13,""source"":""prem"",""palabra"":""fantástica""},{""pos"":16,""source"":""prem"",""palabra"":""Quetico""},{""pos"":0,""source"":""hyp"",""palabra"":""Quetico""}]"
2026-06-01 15:29:24.512823+00,anotador_093,9999,2,,,buenos_aires_amba,"[{""pos"":1,""source"":""prem"",""palabra"":""chaval""},{""pos"":3,""source"":""hyp"",""palabra"":""Wollongong""},{""pos"":7,""source"":""hyp"",""palabra"":""Tournament""},{""pos"":9,""source"":""hyp"",""palabra"":""Kilimsworth""},{""pos"":8,""source"":""hyp"",""palabra"":""of""},{""pos"":4,""source"":""prem"",""palabra"":""móvil""}]"
2026-06-01 15:29:24.649344+00,anotador_133,3927,,,,,"[{""pos"":20,""source"":""prem"",""palabra"":""AMRA""}]"
2026-06-01 15:29:25.083258+00,anotador_133,3927,,,,,"[{""pos"":20,""source"":""prem"",""palabra"":""AMRA""},{""pos"":21,""source"":""prem"",""palabra"":""Annual""}]"
2026-06-01 15:29:25.293642+00,anotador_133,3927,,,,,"[{""pos"":20,""source"":""prem"",""palabra"":""AMRA""},{""pos"":21,""source"":""prem"",""palabra"":""Annual""},{""pos"":23,""source"":""prem"",""palabra"":""Nashville,""}]"
2026-06-01 15:29:25.484673+00,anotador_133,3927,3,"Decir todo completo, se debería decir solo la ciudad, creo ",,,"[{""pos"":20,""source"":""prem"",""palabra"":""AMRA""},{""pos"":21,""source"":""prem"",""palabra"":""Annual""},{""pos"":23,""source"":""prem"",""palabra"":""Nashville,""},{""pos"":24,""source"":""prem"",""palabra"":""Tennessee.""},{""pos"":22,""source"":""prem"",""palabra"":""en""}]"
2026-06-01 15:29:27.011541+00,anotador_246,3188,1,,,,"[{""pos"":0,""source"":""prem"",""palabra"":""En""},{""pos"":11,""source"":""hyp"",""palabra"":""dinero""},{""pos"":13,""source"":""hyp"",""palabra"":""armas""},{""pos"":16,""source"":""hyp"",""palabra"":""cooperación.""},{""pos"":8,""source"":""hyp"",""palabra"":""grandes""},{""pos"":7,""source"":""hyp"",""palabra"":""querían""},{""pos"":6,""source"":""hyp"",""palabra"":""talibanes""},{""pos"":3,""source"":""hyp"",""palabra"":""abandonado""},{""pos"":0,""source"":""hyp"",""palabra"":""Este""},{""pos"":1,""source"":""hyp"",""palabra"":""plan""},{""pos"":16,""source"":""prem"",""palabra"":""evaluara""},{""pos"":20,""source"":""prem"",""palabra"":""cooperación""},{""pos"":3,""source"":""prem"",""palabra"":""de""},{""pos"":5,""source"":""prem"",""palabra"":""diputados""},{""pos"":12,""source"":""prem"",""palabra"":""encargó""},{""pos"":18,""source"":""prem"",""palabra"":""perspectivas""},{""pos"":17,""source"":""prem"",""palabra"":""las""},{""pos"":23,""source"":""prem"",""palabra"":""Talibanes""},{""pos"":30,""source"":""prem"",""palabra"":""Qaeda.""},{""pos"":28,""source"":""prem"",""palabra"":""sobre""},{""pos"":27,""source"":""prem"",""palabra"":""Unidos""},{""pos"":21,""source"":""prem"",""palabra"":""entre""},{""pos"":14,""source"":""hyp"",""palabra"":""para""},{""pos"":10,""source"":""hyp"",""palabra"":""de""}]"
2026-06-01 15:29:28.835608+00,anotador_132,6450,4,,,buenos_aires_amba,[]
2026-06-01 15:29:35.671194+00,anotador_292,9999,1,,,,"[{""pos"":1,""source"":""prem"",""palabra"":""chaval""},{""pos"":4,""source"":""prem"",""palabra"":""móvil""},{""pos"":8,""source"":""prem"",""palabra"":""piso""},{""pos"":13,""source"":""hyp"",""palabra"":""fans.""}]"
2026-06-01 15:29:36.489412+00,anotador_132,5177,5,,,buenos_aires_amba,[]
2026-06-01 15:29:49.29177+00,anotador_246,6357,5,,,,[]
2026-06-01 15:29:50.148635+00,anotador_133,5484,5,,,,[]
2026-06-01 15:29:57.525621+00,anotador_093,2474,5,,,buenos_aires_amba,[]
2026-06-01 15:30:00.356071+00,anotador_246,4399,4,,,,"[{""pos"":1,""source"":""prem"",""palabra"":""miércoles""},{""pos"":3,""source"":""prem"",""palabra"":""decidió""},{""pos"":4,""source"":""prem"",""palabra"":""hablar""},{""pos"":5,""source"":""prem"",""palabra"":""de""},{""pos"":8,""source"":""prem"",""palabra"":""diferente.""},{""pos"":7,""source"":""prem"",""palabra"":""industria""},{""pos"":6,""source"":""prem"",""palabra"":""una""},{""pos"":0,""source"":""prem"",""palabra"":""El""},{""pos"":2,""source"":""prem"",""palabra"":""Clinton""}]"
2026-06-01 15:30:01.626078+00,anotador_248,3965,5,,,,[]
2026-06-01 15:30:04.85861+00,anotador_093,1670,4,,,buenos_aires_amba,"[{""pos"":20,""source"":""prem"",""palabra"":""prisa""}]"
2026-06-01 15:30:07.121078+00,anotador_132,4449,5,,,buenos_aires_amba,[]
2026-06-01 15:30:12.338125+00,anotador_292,7013,3,,,,[]
2026-06-01 15:30:16.931165+00,anotador_093,3579,5,,,buenos_aires_amba,[]
2026-06-01 15:30:18.108834+00,anotador_248,3591,4,cambiar “es una larga” a “es larga” es más parecido a como hablamos los argentinos,,,[]
2026-06-01 15:30:23.612424+00,anotador_132,2513,5,,,buenos_aires_amba,"[{""pos"":7,""source"":""hyp"",""palabra"":""fallará""}]"
2026-06-01 15:30:28.993816+00,anotador_093,2641,5,,,buenos_aires_amba,[]
2026-06-01 15:30:39.65988+00,anotador_093,2516,5,,,buenos_aires_amba,[]
2026-06-01 15:30:43.575647+00,anotador_292,6543,3,,,,[]
2026-06-01 15:30:46.750396+00,anotador_093,5491,5,,,buenos_aires_amba,[]
2026-06-01 15:30:55.431692+00,anotador_093,6242,3,,,buenos_aires_amba,"[{""pos"":15,""source"":""prem"",""palabra"":""Chinatown""},{""pos"":0,""source"":""hyp"",""palabra"":""Chinatown""}]"
2026-06-01 15:30:58.909685+00,anotador_292,733,2,,,,"[{""pos"":13,""source"":""prem"",""palabra"":""pasármelo""},{""pos"":7,""source"":""hyp"",""palabra"":""pasármelo""}]"
2026-06-01 15:31:03.97849+00,anotador_093,1404,5,,,buenos_aires_amba,[]
2026-06-01 15:31:07.738591+00,anotador_093,1943,5,,,buenos_aires_amba,[]
2026-06-01 15:31:15.757267+00,anotador_093,3463,5,,,buenos_aires_amba,[]
2026-06-01 15:31:22.800555+00,anotador_093,1395,5,,,buenos_aires_amba,[]
2026-06-01 15:31:28.576981+00,anotador_093,2965,5,,,buenos_aires_amba,[]
2026-06-01 15:31:31.629639+00,anotador_093,1668,5,,,buenos_aires_amba,[]
2026-06-01 15:31:37.598528+00,anotador_093,6521,5,,,buenos_aires_amba,[]
2026-06-01 15:31:43.966745+00,anotador_093,3091,5,,,buenos_aires_amba,[]
2026-06-01 15:31:47.553731+00,anotador_248,7099,5,,,,[]
2026-06-01 15:31:51.830917+00,anotador_093,7023,5,,,buenos_aires_amba,[]
2026-06-01 15:31:58.141556+00,anotador_093,4982,5,,,buenos_aires_amba,[]
2026-06-01 15:32:00.934507+00,anotador_093,686,5,,,buenos_aires_amba,[]
2026-06-01 15:32:09.207057+00,anotador_093,5722,5,,,buenos_aires_amba,[]
2026-06-01 15:32:14.207277+00,anotador_248,3929,5,,,,[]
2026-06-01 15:32:15.906618+00,anotador_292,1321,3,,,,[]
2026-06-01 15:32:32.792879+00,anotador_292,5023,3,,,,[]
2026-06-01 15:32:41.173281+00,anotador_248,311,3,,,,[]
2026-06-01 15:33:02.214797+00,anotador_292,7426,3,,,,[]
2026-06-01 15:33:10.588947+00,anotador_248,3477,5,,,,[]
2026-06-01 15:33:21.781153+00,anotador_248,3079,5,,,,[]
2026-06-01 15:33:39.045358+00,anotador_248,3404,4,,,,[]
2026-06-01 15:34:01.307905+00,anotador_248,4716,4,,,,[]
2026-06-01 15:34:17.434608+00,anotador_248,7102,5,,,,[]
2026-06-01 15:34:24.655613+00,anotador_248,319,5,,,,[]
2026-06-01 15:39:37.287878+00,anotador_057,9999,1,,,buenos_aires_amba,[]
2026-06-01 15:40:00.484767+00,anotador_057,4868,4,,,buenos_aires_amba,[]
2026-06-01 15:40:09.503488+00,anotador_057,4823,4,,,buenos_aires_amba,[]
2026-06-01 15:40:17.678456+00,anotador_057,5729,5,,,buenos_aires_amba,[]
2026-06-01 15:40:18.496297+00,anotador_242,9999,3,,,,"[{""pos"":1,""source"":""prem"",""palabra"":""chaval""},{""pos"":2,""source"":""prem"",""palabra"":""cogió""},{""pos"":4,""source"":""prem"",""palabra"":""móvil""},{""pos"":8,""source"":""prem"",""palabra"":""piso""},{""pos"":7,""source"":""hyp"",""palabra"":""Tournament""},{""pos"":8,""source"":""hyp"",""palabra"":""of""},{""pos"":9,""source"":""hyp"",""palabra"":""Kilimsworth""}]"
2026-06-01 15:40:27.373248+00,anotador_057,1445,5,,,buenos_aires_amba,[]
2026-06-01 15:40:37.246306+00,anotador_057,1376,5,,,buenos_aires_amba,[]
2026-06-01 15:40:44.187037+00,anotador_057,4437,5,,,buenos_aires_amba,[]
2026-06-01 15:40:55.000556+00,anotador_057,7043,4,,,buenos_aires_amba,[]
2026-06-01 15:41:06.517112+00,anotador_057,4532,2,,,buenos_aires_amba,[]
2026-06-01 15:41:22.69058+00,anotador_057,3366,3,,,buenos_aires_amba,[]
2026-06-01 15:41:37.368555+00,anotador_242,7333,5,,,,[]
2026-06-01 15:41:38.345604+00,anotador_057,4262,4,,,buenos_aires_amba,[]
2026-06-01 15:41:42.69518+00,anotador_057,6004,3,,,buenos_aires_amba,[]
2026-06-01 15:41:54.08483+00,anotador_057,5322,3,,,buenos_aires_amba,[]
2026-06-01 15:42:02.571216+00,anotador_057,7186,2,,,buenos_aires_amba,[]
2026-06-01 15:42:09.963503+00,anotador_057,3806,4,,,buenos_aires_amba,[]
2026-06-01 15:42:18.965623+00,anotador_057,6618,4,,,buenos_aires_amba,[]
2026-06-01 15:42:29.55268+00,anotador_057,7419,3,,,buenos_aires_amba,[]
2026-06-01 15:42:41.553497+00,anotador_057,12,3,,,buenos_aires_amba,[]
2026-06-01 15:42:52.891332+00,anotador_057,3316,3,,,buenos_aires_amba,[]
2026-06-01 15:43:09.741444+00,anotador_057,2595,3,,,buenos_aires_amba,[]
2026-06-01 15:43:37.903459+00,anotador_057,4055,4,,,buenos_aires_amba,[]
2026-06-01 15:43:41.497553+00,anotador_057,5225,4,,,buenos_aires_amba,[]
2026-06-01 15:43:51.079432+00,anotador_057,630,3,,,buenos_aires_amba,[]
2026-06-01 15:43:59.714198+00,anotador_057,1843,5,,,buenos_aires_amba,[]
2026-06-01 15:44:07.120714+00,anotador_057,5181,3,,,buenos_aires_amba,[]
2026-06-01 15:44:15.883342+00,anotador_057,6174,4,,,buenos_aires_amba,[]
2026-06-01 15:44:26.961433+00,anotador_057,2116,3,,,buenos_aires_amba,[]
2026-06-01 15:44:35.098337+00,anotador_057,3040,3,,,buenos_aires_amba,[]
2026-06-01 15:44:43.057153+00,anotador_057,4986,4,,,buenos_aires_amba,[]
2026-06-01 15:44:54.889226+00,anotador_057,7323,4,,,buenos_aires_amba,[]
2026-06-01 15:45:00.697768+00,anotador_057,2217,3,,,buenos_aires_amba,[]
2026-06-01 15:45:08.425317+00,anotador_057,7218,3,,,buenos_aires_amba,[]
2026-06-01 15:45:12.819986+00,anotador_057,5994,3,,,buenos_aires_amba,[]
2026-06-01 15:45:18.550813+00,anotador_057,702,4,,,buenos_aires_amba,[]
2026-06-01 15:45:24.435942+00,anotador_057,5476,5,,,buenos_aires_amba,[]
2026-06-01 15:45:30.974463+00,anotador_057,6095,3,,,buenos_aires_amba,[]
2026-06-01 15:45:37.755689+00,anotador_057,2530,4,,,buenos_aires_amba,[]
2026-06-01 15:45:45.569426+00,anotador_057,1975,4,,,buenos_aires_amba,[]
2026-06-01 15:45:51.75261+00,anotador_057,684,3,,,buenos_aires_amba,[]
2026-06-01 15:45:56.004483+00,anotador_057,6519,4,,,buenos_aires_amba,[]
2026-06-01 15:51:52.079718+00,anotador_309,9999,1,,,buenos_aires_interior,"[{""pos"":1,""source"":""prem"",""palabra"":""chaval""},{""pos"":2,""source"":""prem"",""palabra"":""cogió""},{""pos"":4,""source"":""prem"",""palabra"":""móvil""},{""pos"":11,""source"":""prem"",""palabra"":""luego""},{""pos"":1,""source"":""hyp"",""palabra"":""Kettering,""},{""pos"":3,""source"":""hyp"",""palabra"":""Wollongong""},{""pos"":4,""source"":""hyp"",""palabra"":""Bears""},{""pos"":7,""source"":""hyp"",""palabra"":""Tournament""},{""pos"":9,""source"":""hyp"",""palabra"":""Kilimsworth""},{""pos"":8,""source"":""hyp"",""palabra"":""of""},{""pos"":8,""source"":""prem"",""palabra"":""piso""}]"
2026-06-01 15:52:55.518852+00,anotador_309,2461,3,,,buenos_aires_interior,"[{""pos"":0,""source"":""prem"",""palabra"":""Debajo""},{""pos"":12,""source"":""prem"",""palabra"":""Potter's""},{""pos"":13,""source"":""prem"",""palabra"":""Cay.""},{""pos"":0,""source"":""hyp"",""palabra"":""¡Potters""},{""pos"":1,""source"":""hyp"",""palabra"":""Cay""}]"
2026-06-01 15:53:20.163021+00,anotador_309,7457,3,,,buenos_aires_interior,[]
2026-06-01 15:53:52.0499+00,anotador_309,5843,3,,,buenos_aires_interior,[]
2026-06-01 15:54:10.641607+00,anotador_309,1674,4,,,buenos_aires_interior,[]
2026-06-01 15:54:31.392138+00,anotador_309,4277,4,,,buenos_aires_interior,[]
2026-06-01 15:54:41.676948+00,anotador_309,1881,3,,,buenos_aires_interior,[]
2026-06-01 15:55:09.70671+00,anotador_309,7208,3,,,buenos_aires_interior,[]
2026-06-01 15:55:20.816462+00,anotador_309,4172,5,,,buenos_aires_interior,[]
2026-06-01 15:55:36.833427+00,anotador_309,3158,4,,,buenos_aires_interior,[]
2026-06-01 15:55:51.874059+00,anotador_309,6351,4,,,buenos_aires_interior,[]
2026-06-01 15:56:01.0601+00,anotador_309,5426,5,,,buenos_aires_interior,[]
2026-06-01 15:56:25.408063+00,anotador_309,2470,3,,,buenos_aires_interior,[]
2026-06-01 15:56:25.602709+00,anotador_309,2469,3,,,buenos_aires_interior,[]
2026-06-01 15:56:49.457172+00,anotador_309,6673,4,,,buenos_aires_interior,[]
2026-06-01 15:57:10.02599+00,anotador_309,3559,3,,,buenos_aires_interior,[]
2026-06-01 15:57:16.583849+00,anotador_309,1761,3,tuyo,,buenos_aires_interior,"[{""pos"":7,""source"":""prem"",""palabra"":""de""},{""pos"":8,""source"":""prem"",""palabra"":""vos.""}]"
2026-06-01 15:57:39.543403+00,anotador_173,9999,1,,,,"[{""pos"":1,""source"":""prem"",""palabra"":""chaval""},{""pos"":2,""source"":""prem"",""palabra"":""cogió""},{""pos"":4,""source"":""prem"",""palabra"":""móvil""},{""pos"":1,""source"":""hyp"",""palabra"":""Kettering,""},{""pos"":3,""source"":""hyp"",""palabra"":""Wollongong""},{""pos"":7,""source"":""hyp"",""palabra"":""Tournament""},{""pos"":4,""source"":""hyp"",""palabra"":""Bears""},{""pos"":9,""source"":""hyp"",""palabra"":""Kilimsworth""}]"
2026-06-01 15:57:48.112956+00,anotador_309,3563,4,,,buenos_aires_interior,[]
2026-06-01 15:57:54.86348+00,anotador_054,9999,1,,,buenos_aires_amba,"[{""pos"":1,""source"":""prem"",""palabra"":""chaval""},{""pos"":2,""source"":""prem"",""palabra"":""cogió""}]"
2026-06-01 15:58:01.261294+00,anotador_309,2289,3,,,buenos_aires_interior,[]
2026-06-01 15:58:16.354585+00,anotador_309,2558,3,,,buenos_aires_interior,[]
2026-06-01 15:58:20.159055+00,anotador_173,729,5,,,,[]
2026-06-01 15:58:31.497761+00,anotador_173,2413,4,,,,[]
2026-06-01 15:58:43.094981+00,anotador_173,3426,4,,,,[]
2026-06-01 15:58:56.950166+00,anotador_173,3209,5,,,,[]
2026-06-01 15:59:10.847932+00,anotador_173,2764,5,,,,[]
2026-06-01 15:59:22.717769+00,anotador_173,2398,5,,,,[]
2026-06-01 15:59:31.955371+00,anotador_054,5452,4,,,buenos_aires_amba,[]
2026-06-01 15:59:52.127655+00,anotador_054,2056,3,Muy neutro,,buenos_aires_amba,[]
2026-06-01 16:00:10.404119+00,anotador_054,2200,,,,,"[{""pos"":1,""source"":""prem"",""palabra"":""carros""}]"
2026-06-01 16:00:28.854496+00,anotador_054,2200,3,No me suena a qué un argentino lo diga asi,,buenos_aires_amba,[]
2026-06-01 16:00:38.724252+00,anotador_054,493,3,Muy neutro,,buenos_aires_amba,[]
2026-06-01 16:00:46.33345+00,anotador_054,5454,4,,,buenos_aires_amba,[]
2026-06-01 16:00:55.351291+00,anotador_054,4605,4,,,buenos_aires_amba,[]
2026-06-01 16:01:04.44572+00,anotador_054,3125,3,,,buenos_aires_amba,[]
2026-06-01 16:01:18.646188+00,anotador_054,3033,3,,,buenos_aires_amba,[]
2026-06-01 16:01:22.618697+00,anotador_054,3228,3,,,buenos_aires_amba,[]
2026-06-01 16:01:32.73123+00,anotador_054,3328,3,,,buenos_aires_amba,[]
2026-06-01 16:01:52.471912+00,anotador_054,5165,3,,,buenos_aires_amba,[]
2026-06-01 16:01:58.835786+00,anotador_054,4795,3,,,buenos_aires_amba,[]
2026-06-01 16:02:10.330715+00,anotador_054,2524,3,,,buenos_aires_amba,[]
2026-06-01 16:02:25.124946+00,anotador_054,2619,3,,,buenos_aires_amba,[]
2026-06-01 16:02:28.853208+00,anotador_054,1861,3,,,buenos_aires_amba,[]
2026-06-01 16:02:35.365313+00,anotador_054,2695,3,,,buenos_aires_amba,[]
2026-06-01 16:02:48.907656+00,anotador_054,5212,5,,,buenos_aires_amba,[]
2026-06-01 16:02:54.437454+00,anotador_054,1060,3,,,buenos_aires_amba,[]
2026-06-01 16:03:01.952127+00,anotador_054,2732,3,,,buenos_aires_amba,[]
2026-06-01 16:21:10.650301+00,anotador_026,9999,1,,,,"[{""pos"":1,""source"":""prem"",""palabra"":""chaval""},{""pos"":2,""source"":""prem"",""palabra"":""cogió""},{""pos"":4,""source"":""prem"",""palabra"":""móvil""}]"
2026-06-01 16:22:03.444683+00,anotador_026,1612,5,,,,[]
2026-06-01 16:22:15.121655+00,anotador_026,6634,5,,,,[]
2026-06-01 16:22:27.482572+00,anotador_026,5745,5,,,,[]
2026-06-01 16:22:32.945197+00,anotador_026,1236,,,,,"[{""pos"":5,""source"":""prem"",""palabra"":""ves,""},{""pos"":10,""source"":""prem"",""palabra"":""vez""},{""pos"":9,""source"":""prem"",""palabra"":""una""}]"
2026-06-01 16:39:12.390526+00,anotador_099,9999,1,,,buenos_aires_amba,"[{""pos"":1,""source"":""prem"",""palabra"":""chaval""},{""pos"":4,""source"":""prem"",""palabra"":""móvil""},{""pos"":8,""source"":""prem"",""palabra"":""piso""},{""pos"":11,""source"":""prem"",""palabra"":""luego""}]"
2026-06-01 16:39:50.676988+00,anotador_099,4087,5,,,buenos_aires_amba,[]
2026-06-01 16:39:57.582836+00,anotador_099,2004,5,,,buenos_aires_amba,[]
2026-06-01 16:40:09.693696+00,anotador_099,6744,5,,,buenos_aires_amba,[]
2026-06-01 16:40:18.189162+00,anotador_099,5370,5,,,buenos_aires_amba,[]
2026-06-01 16:40:31.447946+00,anotador_099,1704,4,,,buenos_aires_amba,"[{""pos"":5,""source"":""hyp"",""palabra"":""resonante.""}]"
2026-06-01 16:40:43.749037+00,anotador_099,3513,4,,,buenos_aires_amba,[]
2026-06-01 16:41:05.694779+00,anotador_099,2540,4,,,buenos_aires_amba,[]
2026-06-01 16:41:18.665845+00,anotador_099,3321,3,,,buenos_aires_amba,[]
2026-06-01 16:41:25.00115+00,anotador_099,2589,4,,,buenos_aires_amba,"[{""pos"":7,""source"":""prem"",""palabra"":""cargos""},{""pos"":12,""source"":""prem"",""palabra"":""cargos,""}]"
2026-06-01 16:41:46.824947+00,anotador_099,6264,4,,,buenos_aires_amba,"[{""pos"":13,""source"":""prem"",""palabra"":""elemento.""}]"
2026-06-01 16:42:02.053521+00,anotador_099,5637,5,,,buenos_aires_amba,[]
2026-06-01 16:42:08.662051+00,anotador_099,6240,4,,,buenos_aires_amba,[]
2026-06-01 16:42:13.560129+00,anotador_099,1427,4,,,buenos_aires_amba,[]
2026-06-01 16:42:31.51396+00,anotador_099,1947,5,,,buenos_aires_amba,[]
2026-06-01 16:42:39.285674+00,anotador_099,7393,5,,,buenos_aires_amba,[]
2026-06-01 16:42:50.991891+00,anotador_099,6630,5,,,buenos_aires_amba,[]
2026-06-01 16:43:12.236692+00,anotador_099,7049,3,,,buenos_aires_amba,[]
2026-06-01 16:43:24.297841+00,anotador_099,3373,4,,,buenos_aires_amba,"[{""pos"":7,""source"":""prem"",""palabra"":""descender""}]"
2026-06-01 16:43:45.283355+00,anotador_099,7317,4,,,buenos_aires_amba,[]
2026-06-01 17:06:15.428434+00,anotador_081,9999,2,,,buenos_aires_amba,"[{""pos"":1,""source"":""prem"",""palabra"":""chaval""},{""pos"":2,""source"":""prem"",""palabra"":""cogió""},{""pos"":4,""source"":""prem"",""palabra"":""móvil""},{""pos"":7,""source"":""hyp"",""palabra"":""Tournament""},{""pos"":8,""source"":""hyp"",""palabra"":""of""},{""pos"":9,""source"":""hyp"",""palabra"":""Kilimsworth""}]"
2026-06-01 17:07:16.737594+00,anotador_081,1315,3,,,buenos_aires_amba,[]
2026-06-01 17:07:35.886082+00,anotador_081,709,4,,,buenos_aires_amba,[]
2026-06-01 17:07:47.647627+00,anotador_081,4884,5,,,buenos_aires_amba,[]
2026-06-01 17:08:12.705281+00,anotador_081,3530,4,,,buenos_aires_amba,[]
2026-06-01 17:08:55.101093+00,anotador_081,6431,5,,,buenos_aires_amba,[]
2026-06-01 17:09:25.38753+00,anotador_081,2629,4,,,buenos_aires_amba,[]
2026-06-01 17:09:42.180268+00,anotador_081,7184,5,,,buenos_aires_amba,[]
2026-06-01 17:09:52.327576+00,anotador_081,1814,4,,,buenos_aires_amba,"[{""pos"":2,""source"":""prem"",""palabra"":""lleve""}]"
2026-06-01 17:10:20.102408+00,anotador_081,5182,5,,,buenos_aires_amba,[]
2026-06-01 17:10:33.673817+00,anotador_081,3268,4,,,buenos_aires_amba,[]
2026-06-01 17:11:09.653739+00,anotador_081,3342,4,,,buenos_aires_amba,[]
2026-06-01 17:11:25.14024+00,anotador_081,3339,5,,,buenos_aires_amba,[]
2026-06-01 17:11:47.43592+00,anotador_081,4752,4,,,buenos_aires_amba,[]
2026-06-01 17:12:15.497464+00,anotador_081,2505,5,,,buenos_aires_amba,[]
2026-06-01 17:12:37.717914+00,anotador_081,4724,4,,,buenos_aires_amba,[]
